Word,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16
三,女の子,女の人,天国,先生,自白,八百屋,五輪,先頭,原子,正午,天辺,名指し,聴聞,千円札,四捨五入
小さい,日本人,アメリカ人,女らしい,聞き入る,百花,水分,本当,書店,庭木,七宝,出席,父祖,年月,見学する,有名
学校,女の子,校舎,火花,男前,十六,五月,何でもない,名簿,右腕,今夜,中央,停車,到来,開校,九州弁
気,左右,金もうけ,東北,今年,少女,十七,入場,入手,先生,母校,東岸,息子,貯金,美女,明日
見る,聞こえる,列車,人前,急行する,月末,五日,来日,三人,延長,大分,真っ先,学生,校則,出土,午前零時
来る,高校,大学,生かす,満月,三本,雨天,半分,校庭,毎日,話し中,右翼,身分,十七日,左前,七不思議
間,左右,右手,百人,間もなく,親父,後輩,例外,山々,山道,何分,基本,川下,十字に,百態,年度
万,風雨,外国,何も,母校,左腕,一年,休暇,食料,叔母,集中,何となく,枯れ木,楕円形,午後一,書斎
月,天才,本来,物語,下車,男性,先祖,お祖母さん,前進,火の手,千尋,閉山,辞書,話し合い,養父母,東側
円,水泳,本日,父母,話題,中休み,高校生,世話,一ヶ月,南海,預金,十八番,半額,乗車,年代,自転車
入り,話す,水道,三日,八月,木綿,本気,三種,大切,当たり前,義父,電灯,土木,南寄り,入れ物,大丈夫
本,学校,前もって,半年,千円,敬語,取り上げる,大西洋,案外,九天,行先,休止する,提出する,一生,真の友,六花
大きい,大きいさ,三千,毎晩,外出,祖母,出火,年間,座右,国内,雨量,外来,語気,北面,同時,女学生
東,火山,定規,男らしい,四角,高校,電柱,山川,十月,登校,谷川,左目,瞬間,中間,本音,先行
女,六つ,六日,入れる,十分,思い出,医学,代金,北海,水源,八丁,直前,友愛,父方,新聞,名高い
川,毎朝,大雨,一々,一休み,朗読,毎度,半ば,靴下,敗北,後部,百景,東向き,出来る,お菓子,小川
下,上がる,上げる,東西,東北,鉱山,休日,毎回,花見,高等,二十日,立ち話し,入会,西遊,一行,入口
南,人気,大学,水素,高速,二人とも,食べ物,右左,端午,車掌,東南,南下,楽天的,定年,先天的,三食
友,食事,一年中,大小,午睡,何だが,千里,小鳥,高級,気体,学習する,一天地六,生命,左記,山脈,日中
後,時間,男の人,土手,左側,十五,生える,級友,小売,王女,少年,大会,来客,文学,先天的,百川
日本中,生きる,一人,南東,東西,入院,十九,二月,時間割,北東,電流,長女,話し手,母港,休校,川流れ
国,海外,下さい,左手,二つずつ,後者,意見,八百長,車輪,小金,前後,高齢,以上,木々,料金,校門
木,下,名物,気分,三日,右上,万人,大家,五分,人出,長男,人間,行間,後日,五月雨,西洋人
出る,円満,議長,その時,食品,高度,三日月,先ず,女優,見物,女神,三本,校歌,電卓,南極点,南半球
長い,男の子,二人,小学校,中学校,天気,図書館,文書,八十,電波,潔白,気分,義母,右下,草木,母国語
名前,金ぱく,後ろ,百聞,五感,西南,聞き取り,十八日,今朝,明白,天井,戦友,国家,十八,下痢,読み書き
高い,書き取り,九日,電子,親友,交友,西側,六角堂,水分,賃金,不十分,用語,西日,国境,火葬,建前
母,名所,一日,十日,花火,天候,旧友,千切り,火遊び,半径,今日,北西,九時,日本語,水上,全国
十,出かける,八人,行動する,女性,七十,東京,お父さん,本能,地下,美男,転校,左官,大事,小銭,気をつけて
二,北方,南部,名人,二本,聞き出す,円安,今度,川瀬,一昨年,名案,火元,小切手,類友,今まで,北陸
七,火災,午前中,聞き取る,七月,世界中,半端,告白,風土,今晩,外科,午後,醜聞,百足,八方美人,火事
日,西洋,毎年,高価,小説,大半,一分,木曜日,一月,通学する,祖父母,当時,一緒,堀川,話し合う,何時
話,父親,男の子,大好き,前後,淡水,間違い,高等学校,南方,先端,食卓,樹木,山林,東京発,除外,男っぽい
白,休み,北風,関西,天体,あの人,小屋,駐車場,雨天,入賞,女の人,全土,真北,天文学,川下り,税金
午後,五つ,下山,七日,来年,九重,車庫,一円,電球,五分,輸出,父兄,低下,個人,何者,引き出す
書く,今日,何曜日,去年,中学校,万事,四国,一月,日常,八つ当たり,本物,円熟,二番,食いちぎる,三振,語学
西,四つ,入る,八日,伯父,午前,北上,読み上げる,気持ち,休養する,北側,長女,四つ角,長期,生活する,来る
何,読み,百万,見つかる,沢山,奨学金,百均,万全,来週,屋外,時刻,月謝,送金,勤め先,事前,富士山
五,将来,火山,八千,部長,大国,名作,名声,父母,間,東経,今回,何か,岩山,万年,十代
読む,先月,祖父,万一,何で,課長,空白,空気,百選,行方,新聞記事,十年,高熱,入場券,北斗七星,水蒸気
年,午前,読書,病気,未来,四日,木星,食べる,上る,山男,半数,行事,本来,五十肩,一度,見直す
上,十分,休める,食欲,香水,西瓜,金庫,土曜日,学生,音読,入力,大分,優先,何やら,九生,何もない
百,小さな,国土,発車,右足,雨戸,一人,六日,銀行,後半,西南,男児,食費,野外,気に入る,後れ
父,木材,日時,登山,楕円,大水,入浴,後悔,九分,亭午,気圧,一番,気候,一行,書道,万々
雨,以前,言語,休まる,人々,川沿い,お土産,持ち上げる,お金,上せる,語学,上着,大いに,四輪車,東証,再来月
学ぶ,一日,元気,右側,並木,三年生,下さる,世間,水平,時刻表,高原,名札,千倍,火星,水中,引き分け
八,百姓,見せる,読者,現金,駐車,本棚,午,北西,十一,火の気,半減,右端,分類,今後,長引く
行く,七つ,外国人,先月,国語,南北,様子,生やす,木工,粘土,廊下,小包,七面鳥,発見する,名高い,今でも
前,何事,七人,中国,前半,何千,氷山,指南,背中,食物,第九,子,読み物,屋上,毎号,分子
右,半分,先週,二人ずつ,万能,土台,解読,二人,何とも,三月,海水浴,学期,外観,親子,月並み,遊び友達
車,友人,母子,申し上げる,北東,来年,十四日,高まる,毎時,左折,読み取る,入念,雨降り,時差,何十,毎冬
四,一日中,白紙,出口,梅雨,食料品,右折,国会,最後,一日,右目,母乳,見本,誕生日,大変,休会
人,校長,小人,以来,入学,一ページ,天然,学者,国際,滝川,国籍,歯車,人口,名古屋,友人,左肩
天気,日本,旅行する,書物,男子,以外,何より,四月,祖父母,名画,汽車,四球,腕前,水準,保母,土建屋
