Words,Reading,Meaning
lecture,,
N3,,
TOP 5000,,
貴重,,
きちょう,,
precious,,
N3,,
TOP 2500,,
大臣,,
だいじん,,
cabinet minister,,
N3,,
TOP 10000,,
ごみ,,
rubbish,,
N3,,
TOP 5000,,
ケチ,,
stinginess; ...,,
N3,,
一体,,
いったい,,
...the heck; ...,,
N3,,
TOP 2500,,
ちゃんと,,
diligently; ...,,
N3,,
TOP 1000,,
起こる,,
おこる,,
to occur,,
N3,,
TOP 1000,,
喧嘩,,
けんか,,
quarrel,,
N3,,
TOP 5000,,
罪,,
つみ,,
crime; ...,,
N3,,
TOP 5000,,
材料,,
ざいりょう,,
ingredients; ...,,
N3,,
TOP 2500,,
眺める,,
ながめる,,
to view,,
N3,,
TOP 2500,,
眺め,,
ながめ,,
scene,,
N3,,
TOP 10000,,
同僚,,
どうりょう,,
coworker,,
N3,,
TOP 5000,,
同様,,
どうよう,,
identical,,
N3,,
TOP 2500,,
記入,,
きにゅう,,
entry,,
N3,,
TOP 2500,,
記念,,
きねん,,
commemoration,,
N3,,
TOP 2500,,
際,,
さい,,
on the occasion of,,
N3,,
TOP 500,,
さて,,
well,,
N3,,
TOP 1000,,
全く,,
まったく,,
really; ...,,
N3,,
TOP 400,,
全員,,
ぜんいん,,
all members,,
N3,,
TOP 2500,,
途端,,
とたん,,
just,,
N3,,
ほぼ,,
almost,,
N3,,
TOP 1000,,
一致,,
いっち,,
coincidence; ...,,
N3,,
TOP 5000,,
哀れ,,
あわれ,,
pity; ...,,
N3,,
記録,,
きろく,,
record; ...,,
N3,,
TOP 2500,,
便り,,
たより,,
news,,
N3,,
違いない,,
ちがいない,,
(phrase) sure,,
N3,,
だけど,,
however,,
N3,,
TOP 1000,,
人類,,
じんるい,,
mankind,,
N3,,
TOP 5000,,
満足,,
まんぞく,,
satisfaction; ...,,
N3,,
TOP 2500,,
オーバー,,
overcoat; ...,,
N3,,
TOP 5000,,
熱帯,,
ねったい,,
tropics,,
N3,,
熱心,,
ねっしん,,
zeal,,
N3,,
TOP 10000,,
記憶,,
きおく,,
memory; ...,,
N3,,
TOP 2500,,
芝生,,
しばふ,,
lawn,,
N3,,
TOP 10000,,
芝居,,
しばい,,
play,,
N3,,
TOP 10000,,
たっぷり,,
full,,
N3,,
TOP 2500,,
グランド,,
large; ...,,
N3,,
TOP 5000,,
裁判,,
さいばん,,
trial,,
N3,,
TOP 5000,,
立場,,
たちば,,
standpoint,,
N3,,
TOP 2500,,
胸,,
むね,,
chest; ...,,
N3,,
TOP 2500,,
記者,,
きしゃ,,
reporter,,
N3,,
TOP 10000,,
記事,,
きじ,,
article,,
N3,,
TOP 200,,
現れ,,
あらわれ,,
embodiment,,
N3,,
匂い,,
におい,,
odour; ...,,
N3,,
TOP 2500,,
流行,,
はやり,,
fashion; ...,,
N3,,
TOP 5000,,
心配,,
しんぱい,,
worry; ...,,
N3,,
TOP 1000,,
あたり,,
on the bank of; ...,,
N3,,
TOP 2500,,
善,,
ぜん,,
good,,
N3,,
一層,,
いっそう,,
much more; ...,,
N3,,
TOP 10000,,
雷,,
かみなり,,
lightning; ...,,
N3,,
TOP 10000,,
狂う,,
くるう,,
to go mad; ...,,
N3,,
TOP 10000,,
つまり,,
that is to say; ...,,
N3,,
TOP 1000,,
認める,,
みとめる,,
to recognize; ...,,
N3,,
TOP 2500,,
心臓,,
しんぞう,,
heart; ...,,
N3,,
TOP 5000,,
人物,,
じんぶつ,,
person; ...,,
N3,,
TOP 2500,,
実施,,
じっし,,
enforcement,,
N3,,
TOP 1000,,
なかなか,,
very; ...,,
N3,,
TOP 400,,
実際,,
じっさい,,
practicality; ...,,
N3,,
TOP 1000,,
不自由,,
ふじゆう,,
discomfort; ...,,
N3,,
TOP 10000,,
ビデオ,,
video,,
N3,,
TOP 5000,,
グラス,,
glass; ...,,
N3,,
TOP 10000,,
対する,,
たいする,,
to face; ...,,
N3,,
TOP 10000,,
立ち上がる,,
たちあがる,,
to stand up; ...,,
N3,,
TOP 10000,,
不思議,,
ふしぎ,,
wonder,,
N3,,
TOP 2500,,
不幸,,
ふこう,,
unhappiness,,
N3,,
TOP 10000,,
教科書,,
きょうかしょ,,
textbook,,
N3,,
TOP 10000,,
ミス,,
mistake; ...,,
N3,,
TOP 5000,,
渋滞,,
じゅうたい,,
congestion,,
N3,,
TOP 5000,,
せい,,
consequence,,
N3,,
TOP 2500,,
教師,,
きょうし,,
teacher,,
N3,,
TOP 5000,,
率土,,
そっと,,
face of the earth,,
N3,,
詩,,
し,,
poem,,
N3,,
TOP 10000,,
教授,,
きょうじゅ,,
professor; ...,,
N3,,
TOP 5000,,
それとも,,
or,,
N3,,
TOP 5000,,
外出,,
がいしゅつ,,
outing,,
N3,,
TOP 10000,,
実行,,
じっこう,,
practice,,
N3,,
TOP 2500,,
実現,,
じつげん,,
implementation,,
N3,,
TOP 1000,,
かわいそう,,
poor,,
N3,,
TOP 5000,,
ほこり,,
dust; ...,,
N3,,
TOP 10000,,
任せる,,
まかせる,,
to entrust (e.g. a task) to another; ...,,
N3,,
TOP 5000,,
やがて,,
before long; ...,,
N3,,
TOP 5000,,
いとこ,,
cousin (male),,
N3,,
制度,,
せいど,,
system,,
N3,,
TOP 2500,,
科目,,
かもく,,
(school) subject,,
N3,,
TOP 5000,,
外交,,
がいこう,,
diplomacy; ...,,
N3,,
TOP 10000,,
トラック,,
truck; ...,,
N3,,
TOP 5000,,
審判,,
しんぱん,,
refereeing,,
N3,,
格好,,
かっこう,,
shape; ...,,
N3,,
TOP 5000,,
かなり,,
considerably,,
N3,,
TOP 300,,
ぶつ,,
to hit,,
N3,,
外す,,
はずす,,
to unfasten; ...,,
N3,,
TOP 2500,,
金庫,,
きんこ,,
safe; ...,,
N3,,
制限,,
せいげん,,
restriction,,
N3,,
TOP 2500,,
願い,,
ねがい,,
desire,,
N3,,
TOP 5000,,
願う,,
ねがう,,
to desire; ...,,
N3,,
TOP 2500,,
命じる,,
めいじる,,
to order,,
N3,,
命,,
いのち,,
life; ...,,
N3,,
TOP 2500,,
つかむ,,
to seize; ...,,
N3,,
TOP 2500,,
従う,,
したがう,,
to abide,,
N3,,
TOP 5000,,
松,,
まつ,,
pine tree; ...,,
N3,,
TOP 10000,,
したがって,,
therefore,,
N3,,
TOP 5000,,
平ら,,
たいら,,
flatness,,
N3,,
唸る,,
うなる,,
to groan; ...,,
N3,,
もしも,,
if,,
N3,,
TOP 5000,,
滅多に,,
めったに,,
rarely,,
N3,,
TOP 10000,,
確かめる,,
たしかめる,,
to ascertain,,
N3,,
TOP 5000,,
羽,,
はね,,
feather; ...,,
N3,,
TOP 5000,,
地方,,
ちほう,,
district; ...,,
N3,,
TOP 2500,,
地平線,,
ちへいせん,,
horizon,,
N3,,
旅,,
たび,,
travel,,
N3,,
TOP 2500,,
確実,,
かくじつ,,
certainty,,
N3,,
TOP 2500,,
ピン,,
pin; ...,,
N3,,
TOP 10000,,
魅力,,
みりょく,,
charm,,
N3,,
TOP 1000,,
宿泊,,
しゅくはく,,
lodging,,
N3,,
TOP 5000,,
幸福,,
こうふく,,
happiness,,
N3,,
TOP 10000,,
未来,,
みらい,,
the future; ...,,
N3,,
TOP 2500,,
年中,,
ねんじゅう,,
whole year; ...,,
N3,,
TOP 10000,,
ゲーム,,
game,,
N3,,
TOP 400,,
広告,,
こうこく,,
advertisement,,
N3,,
TOP 1000,,
祝い,,
いわい,,
congratulation,,
N3,,
TOP 10000,,
祝う,,
いわう,,
to congratulate,,
N3,,
TOP 10000,,
拡大,,
かくだい,,
magnification,,
N3,,
TOP 2500,,
宇宙,,
うちゅう,,
universe,,
N3,,
TOP 5000,,
銃,,
じゅう,,
gun,,
N3,,
TOP 10000,,
アイロン,,
iron; ...,,
N3,,
TOP 10000,,
まさに,,
exactly; ...,,
N3,,
TOP 2500,,
希望,,
きぼう,,
hope,,
N3,,
TOP 400,,
定期,,
ていき,,
fixed period; ...,,
N3,,
TOP 2500,,
地区,,
ちく,,
district,,
N3,,
TOP 2500,,
備える,,
そなえる,,
to furnish; ...,,
N3,,
TOP 5000,,
給料,,
きゅうりょう,,
salary,,
N3,,
TOP 5000,,
幸い,,
さいわい,,
happiness; ...,,
N3,,
TOP 2500,,
新鮮,,
しんせん,,
fresh,,
N3,,
TOP 5000,,
正確,,
せいかく,,
accurate,,
N3,,
TOP 2500,,
宿,,
やど,,
lodging; ...,,
N3,,
TOP 5000,,
毛布,,
もうふ,,
blanket,,
N3,,
食う,,
くう,,
to eat; ...,,
N3,,
TOP 5000,,
苦労,,
くろう,,
troubles,,
N3,,
TOP 2500,,
拍手,,
はくしゅ,,
clapping hands,,
N3,,
TOP 10000,,
到着,,
とうちゃく,,
arrival,,
N3,,
TOP 2500,,
アウト,,
out,,
N3,,
TOP 5000,,
正,,
せい,,
true; ...,,
N3,,
TOP 10000,,
模様,,
もよう,,
pattern; ...,,
N3,,
TOP 2500,,
トンネル,,
tunnel; ...,,
N3,,
TOP 10000,,
整理,,
せいり,,
sorting; ...,,
N3,,
TOP 2500,,
奇妙,,
きみょう,,
strange,,
N3,,
TOP 10000,,
苦手,,
にがて,,
poor (at); ...,,
N3,,
TOP 2500,,
停留所,,
ていりゅうじょ,,
bus stop,,
N3,,
博士,,
はかせ,,
doctorate; ...,,
N3,,
TOP 5000,,
嬉しい,,
うれしい,,
happy,,
N3,,
TOP 400,,
苦痛,,
くつう,,
pain,,
N3,,
TOP 10000,,
面倒,,
めんどう,,
trouble,,
N3,,
TOP 2500,,
博物館,,
はくぶつかん,,
museum,,
N3,,
TOP 5000,,
閉じる,,
とじる,,
to close,,
N3,,
TOP 5000,,
政府,,
せいふ,,
government,,
N3,,
TOP 2500,,
県,,
けん,,
prefecture; ...,,
N3,,
TOP 5000,,
区別,,
くべつ,,
distinction,,
N3,,
TOP 10000,,
柄,,
え,,
handle; ...,,
N3,,
自殺,,
じさつ,,
suicide,,
N3,,
TOP 10000,,
苦しい,,
くるしい,,
painful; ...,,
N3,,
TOP 5000,,
肩,,
かた,,
shoulder,,
N3,,
TOP 2500,,
苦しむ,,
くるしむ,,
to suffer,,
N3,,
TOP 5000,,
わた,,
cotton plant; ...,,
N3,,
綿,,
めん,,
cotton,,
N3,,
TOP 10000,,
答案,,
とうあん,,
examination paper,,
N3,,
免許,,
めんきょ,,
license,,
N3,,
TOP 5000,,
回復,,
かいふく,,
restoration; ...,,
N3,,
TOP 2500,,
氷,,
こおり,,
ice; ...,,
N3,,
TOP 5000,,
相当,,
そうとう,,
befitting; ...,,
N3,,
TOP 2500,,
平和,,
へいわ,,
peace,,
N3,,
TOP 5000,,
スキー,,
skiing; ...,,
N3,,
TOP 10000,,
勘定,,
かんじょう,,
calculation; ...,,
N3,,
基本,,
きほん,,
foundation,,
N3,,
TOP 1000,,
高速,,
こうそく,,
high speed; ...,,
N3,,
TOP 5000,,
処理,,
しょり,,
processing,,
N3,,
TOP 2500,,
等しい,,
ひとしい,,
equal,,
N3,,
TOP 10000,,
当時,,
とうじ,,
at that time,,
N3,,
TOP 1000,,
労働,,
ろうどう,,
manual labor; ...,,
N3,,
TOP 5000,,
裸,,
はだか,,
naked,,
N3,,
TOP 10000,,
相続,,
そうぞく,,
succession,,
N3,,
TOP 5000,,
相手,,
あいて,,
companion; ...,,
N3,,
TOP 300,,
順調,,
じゅんちょう,,
favourable,,
N3,,
TOP 5000,,
相談,,
そうだん,,
consultation,,
N3,,
TOP 400,,
順番,,
じゅんばん,,
turn,,
N3,,
TOP 5000,,
勘,,
かん,,
perception,,
N3,,
TOP 10000,,
宅,,
たく,,
house,,
N3,,
TOP 5000,,
暗記,,
あんき,,
memorization,,
N3,,
よろしい,,
good,,
N3,,
TOP 10000,,
よろしく,,
well; ...,,
N3,,
TOP 5000,,
権利,,
けんり,,
right,,
N3,,
TOP 5000,,
ありがとう,,
Thank you,,
N3,,
TOP 1000,,
示す,,
しめす,,
to (take out and) show; ...,,
N3,,
TOP 2500,,
あるいは,,
or,,
N3,,
TOP 2500,,
青年,,
せいねん,,
youth,,
N3,,
TOP 10000,,
ある,,
a certain ...,,
N3,,
TOP 2500,,
喜び,,
よろこび,,
joy,,
N3,,
TOP 5000,,
作品,,
さくひん,,
work,,
N3,,
TOP 300,,
保存,,
ほぞん,,
preservation,,
N3,,
TOP 2500,,
一般,,
いっぱん,,
general; ...,,
N3,,
TOP 2500,,
マーケット,,
market,,
N3,,
TOP 5000,,
可愛らしい,,
かわいらしい,,
lovely,,
N3,,
TOP 5000,,
作法,,
さほう,,
manners; ...,,
N3,,
状況,,
じょうきょう,,
state of affairs,,
N3,,
TOP 400,,
高価,,
こうか,,
high price,,
N3,,
TOP 5000,,
作物,,
さくもつ,,
produce,,
N3,,
状態,,
じょうたい,,
current status,,
N3,,
TOP 200,,
作業,,
さぎょう,,
work,,
N3,,
TOP 500,,
いたずら,,
mischief; ...,,
N3,,
TOP 10000,,
マイク,,
mike,,
N3,,
TOP 10000,,
長期,,
ちょうき,,
long-term,,
N3,,
TOP 5000,,
検討,,
けんとう,,
consideration,,
N3,,
TOP 1000,,
作曲,,
さっきょく,,
composition,,
N3,,
TOP 10000,,
あらゆる,,
all,,
N3,,
TOP 2500,,
回す,,
まわす,,
to turn; ...,,
N3,,
TOP 2500,,
条件,,
じょうけん,,
condition,,
N3,,
TOP 1000,,
スープ,,
soup,,
N3,,
TOP 2500,,
とんでもない,,
unthinkable; ...,,
N3,,
TOP 10000,,
者,,
もの,,
person,,
N3,,
TOP 2500,,
ところが,,
even so,,
N3,,
TOP 10000,,
情報,,
じょうほう,,
information; ...,,
N3,,
TOP 200,,
請求,,
せいきゅう,,
claim,,
N3,,
TOP 2500,,
大陸,,
たいりく,,
continent; ...,,
N3,,
TOP 10000,,
作家,,
さっか,,
author,,
N3,,
TOP 5000,,
常識,,
じょうしき,,
common sense,,
N3,,
TOP 5000,,
全然,,
ぜんぜん,,
not at all; ...,,
N3,,
TOP 2500,,
全体,,
ぜんたい,,
whole,,
N3,,
TOP 1000,,
スイッチ,,
switch,,
N3,,
TOP 5000,,
現代,,
げんだい,,
nowadays,,
N3,,
TOP 2500,,
解釈,,
かいしゃく,,
explanation,,
N3,,
TOP 5000,,
得意,,
とくい,,
triumph; ...,,
N3,,
TOP 2500,,
得る,,
うる,,
to be able to ...; ...,,
N3,,
空く,,
すく,,
to become less crowded; ...,,
N3,,
TOP 10000,,
飽きる,,
あきる,,
to get tired of,,
N3,,
TOP 5000,,
明かり,,
あかり,,
light; ...,,
N3,,
TOP 5000,,
留学,,
りゅうがく,,
studying abroad,,
N3,,
TOP 5000,,
現金,,
げんきん,,
cash; ...,,
N3,,
TOP 5000,,
道路,,
どうろ,,
road,,
N3,,
TOP 2500,,
加減,,
かげん,,
degree; ...,,
N3,,
TOP 10000,,
道徳,,
どうとく,,
morals,,
N3,,
ケース,,
case; ...,,
N3,,
TOP 1000,,
地下,,
ちか,,
basement; ...,,
N3,,
TOP 5000,,
地域,,
ちいき,,
area,,
N3,,
TOP 500,,
輝く,,
かがやく,,
to shine,,
N3,,
TOP 5000,,
現在,,
げんざい,,
now,,
N3,,
TOP 300,,
弁当,,
べんとう,,
bento,,
N3,,
TOP 10000,,
銅貨,,
どうか,,
copper coin,,
N3,,
年代,,
ねんだい,,
age,,
N3,,
TOP 2500,,
地球,,
ちきゅう,,
the earth,,
N3,,
TOP 5000,,
現実,,
げんじつ,,
reality,,
N3,,
TOP 2500,,
現状,,
げんじょう,,
present condition,,
N3,,
TOP 2500,,
現場,,
げんば,,
actual spot; ...,,
N3,,
TOP 2500,,
現象,,
げんしょう,,
phenomenon,,
N3,,
TOP 5000,,
重要,,
じゅうよう,,
important,,
N3,,
TOP 500,,
では,,
then,,
N3,,
TOP 100,,
ミルク,,
milk,,
N3,,
TOP 5000,,
知能,,
ちのう,,
intelligence,,
N3,,
続き,,
つづき,,
sequel,,
N3,,
TOP 5000,,
応じる,,
おうじる,,
to respond,,
N3,,
不足,,
ふそく,,
insufficiency,,
N3,,
TOP 2500,,
表す,,
あらわす,,
to represent; ...,,
N3,,
TOP 2500,,
調子,,
ちょうし,,
tune; ...,,
N3,,
TOP 5000,,
地位,,
ちい,,
(social) position,,
N3,,
TOP 10000,,
調査,,
ちょうさ,,
investigation,,
N3,,
TOP 1000,,
ですから,,
so,,
N3,,
TOP 400,,
始まり,,
はじまり,,
origin,,
N3,,
TOP 5000,,
現れる,,
あらわれる,,
to appear; ...,,
N3,,
TOP 2500,,
減る,,
へる,,
to decrease,,
N3,,
TOP 2500,,
減らす,,
へらす,,
to abate,,
N3,,
TOP 2500,,
知らせ,,
しらせ,,
news; ...,,
N3,,
年間,,
ねんかん,,
years,,
N3,,
TOP 1000,,
アイスクリーム,,
ice cream,,
N3,,
TOP 10000,,
不正,,
ふせい,,
injustice,,
N3,,
TOP 5000,,
知事,,
ちじ,,
prefectural governor,,
N3,,
TOP 10000,,
知識,,
ちしき,,
knowledge,,
N3,,
TOP 1000,,
グループ,,
group,,
N3,,
TOP 1000,,
知恵,,
ちえ,,
wisdom; ...,,
N3,,
TOP 10000,,
なんで,,
why?; ...,,
N3,,
TOP 2500,,
なんでも,,
any; ...,,
N3,,
TOP 2500,,
好み,,
このみ,,
liking,,
N3,,
TOP 2500,,
好む,,
このむ,,
to like,,
N3,,
TOP 5000,,
ふと,,
suddenly,,
N3,,
TOP 5000,,
ピクニック,,
picnic,,
N3,,
振る,,
ふる,,
to wave; ...,,
N3,,
TOP 2500,,
流れる,,
ながれる,,
to stream; ...,,
N3,,
TOP 2500,,
番,,
ばん,,
number; ...,,
N3,,
TOP 2500,,
対,,
つい,,
pair; ...,,
N3,,
協力,,
きょうりょく,,
cooperation,,
N3,,
TOP 2500,,
流す,,
ながす,,
to drain; ...,,
N3,,
TOP 2500,,
流れ,,
ながれ,,
stream; ...,,
N3,,
TOP 1000,,
重大,,
じゅうだい,,
serious,,
N3,,
TOP 10000,,
身体,,
しんたい,,
body,,
N3,,
TOP 2500,,
新た,,
あらた,,
new,,
N3,,
TOP 1000,,
共同,,
きょうどう,,
doing together,,
N3,,
TOP 5000,,
味方,,
みかた,,
friend,,
N3,,
TOP 5000,,
奥,,
おく,,
interior,,
N3,,
TOP 2500,,
独特,,
どくとく,,
peculiarity; ...,,
N3,,
TOP 2500,,
付き合い,,
つきあい,,
association,,
N3,,
TOP 10000,,
セット,,
set; ...,,
N3,,
TOP 1000,,
夢中,,
むちゅう,,
daze,,
N3,,
TOP 5000,,
混雑,,
こんざつ,,
congestion; ...,,
N3,,
TOP 5000,,
真似,,
まね,,
imitating; ...,,
N3,,
TOP 10000,,
なし,,
without; ...,,
N3,,
TOP 1000,,
粗末,,
そまつ,,
crude,,
N3,,
読み,,
よみ,,
reading,,
N3,,
TOP 10000,,
運動,,
うんどう,,
exercise; ...,,
N3,,
TOP 2500,,
独立,,
どくりつ,,
independence,,
N3,,
TOP 5000,,
居間,,
いま,,
living room,,
N3,,
料金,,
りょうきん,,
fee,,
N3,,
TOP 1000,,
構成,,
こうせい,,
organization,,
N3,,
TOP 2500,,
まさか,,
by no means; ...,,
N3,,
TOP 5000,,
学者,,
がくしゃ,,
scholar,,
N3,,
学習,,
がくしゅう,,
study,,
N3,,
TOP 2500,,
茶,,
ちゃ,,
tea; ...,,
N3,,
TOP 5000,,
居眠り,,
いねむり,,
nodding off,,
N3,,
様々,,
さまざま,,
varied,,
N3,,
TOP 300,,
砂漠,,
さばく,,
desert,,
N3,,
TOP 10000,,
真剣,,
しんけん,,
seriousness; ...,,
N3,,
TOP 5000,,
学ぶ,,
まなぶ,,
to study,,
N3,,
TOP 1000,,
不利,,
ふり,,
disadvantage,,
N3,,
TOP 10000,,
出会い,,
であい,,
meeting; ...,,
N3,,
TOP 1000,,
桜,,
さくら,,
cherry tree; ...,,
N3,,
TOP 1000,,
運,,
うん,,
fortune,,
N3,,
TOP 5000,,
ドラマ,,
drama; ...,,
N3,,
TOP 1000,,
学期,,
がっき,,
school term,,
N3,,
TOP 10000,,
去る,,
さる,,
to leave; ...,,
N3,,
TOP 5000,,
泥,,
どろ,,
mud; ...,,
N3,,
TOP 10000,,
噂,,
うわさ,,
rumour,,
N3,,
TOP 2500,,
構う,,
かまう,,
to mind; ...,,
N3,,
TOP 10000,,
根,,
ね,,
root; ...,,
N3,,
TOP 5000,,
さらに,,
furthermore,,
N3,,
TOP 200,,
語る,,
かたる,,
to talk about; ...,,
N3,,
TOP 1000,,
運転,,
うんてん,,
operation; ...,,
N3,,
TOP 2500,,
諦める,,
あきらめる,,
to give up,,
N3,,
TOP 2500,,
牛,,
うし,,
cattle; ...,,
N3,,
TOP 5000,,
真っ赤,,
まっか,,
bright red; ...,,
N3,,
TOP 10000,,
遅刻,,
ちこく,,
lateness,,
N3,,
TOP 10000,,
正直,,
しょうじき,,
honesty; ...,,
N3,,
TOP 2500,,
小包,,
こづつみ,,
parcel,,
N3,,
提出,,
ていしゅつ,,
to present; ...,,
N3,,
TOP 2500,,
ロケット,,
locket; ...,,
N3,,
TOP 10000,,
角,,
つの,,
horn,,
N3,,
おめでとう,,
congratulations!,,
N3,,
提案,,
ていあん,,
proposal,,
N3,,
TOP 2500,,
攻撃,,
こうげき,,
attack; ...,,
N3,,
TOP 1000,,
黙る,,
だまる,,
to be silent,,
N3,,
TOP 10000,,
爆発,,
ばくはつ,,
explosion,,
N3,,
TOP 5000,,
申し訳,,
もうしわけ,,
apology,,
N3,,
ほど,,
degree; ...,,
N3,,
TOP 200,,
程度,,
ていど,,
degree,,
N3,,
TOP 400,,
防ぐ,,
ふせぐ,,
to defend against; ...,,
N3,,
TOP 2500,,
凍る,,
こおる,,
to freeze,,
N3,,
TOP 10000,,
化学,,
かがく,,
chemistry; ...,,
N3,,
TOP 10000,,
木曜,,
もくよう,,
Thursday,,
N3,,
嘘,,
うそ,,
lie; ...,,
N3,,
TOP 2500,,
ドライブ,,
drive; ...,,
N3,,
TOP 5000,,
酸素,,
さんそ,,
oxygen (O),,
N3,,
TOP 10000,,
辞める,,
やめる,,
to resign,,
N3,,
TOP 2500,,
コード,,
code; ...,,
N3,,
TOP 2500,,
越える,,
こえる,,
to cross over; ...,,
N3,,
TOP 1000,,
残り,,
のこり,,
remnant,,
N3,,
TOP 2500,,
