Words,Reading,Meaning
体,てい,appearance
危ぶむ,あやぶむ,to fear
危害,きがい,injury
危機,きき,crisis
治療,ちりょう,medical treatment
磁気,じき,magnetism
磁器,じき,porcelain
盾,たて,shield
釣鐘,つりがね,temple bell
平常,へいじょう,normal
養護,,
ようご,,
nursing,,
N1,,
姓名,,
せいめい,,
full name,,
N1,,
征服,,
せいふく,,
conquest,,
N1,,
世,,
よ,,
world,,
N1,,
TOP 10000,,
盗み,,
ぬすみ,,
stealing,,
N1,,
企画,,
きかく,,
planning,,
N1,,
TOP 1000,,
コンタクト,,
contact; ...,,
N1,,
TOP 10000,,
準じる,,
じゅんじる,,
to follow,,
N1,,
準ずる,,
じゅんずる,,
to apply correspondingly,,
N1,,
倍率,,
ばいりつ,,
magnification; ...,,
N1,,
TOP 10000,,
準急,,
じゅんきゅう,,
semi-express train,,
N1,,
はるか,,
far,,
N1,,
TOP 10000,,
宣言,,
せんげん,,
declaration,,
N1,,
TOP 5000,,
こぐ,,
to row; ...,,
N1,,
まくる,,
to turn up; ...,,
N1,,
TOP 2500,,
争い,,
あらそい,,
dispute,,
N1,,
TOP 10000,,
憂鬱,,
ゆううつ,,
depression,,
N1,,
要請,,
ようせい,,
appeal; ...,,
N1,,
TOP 10000,,
会談,,
かいだん,,
conversation,,
N1,,
降水,,
こうすい,,
rainfall,,
N1,,
要望,,
ようぼう,,
demand for,,
N1,,
TOP 2500,,
明くる,,
あくる,,
next,,
N1,,
蕾,,
つぼみ,,
(flower) bud; ...,,
N1,,
TOP 10000,,
明かす,,
あかす,,
to pass; ...,,
N1,,
TOP 10000,,
占領,,
せんりょう,,
occupying; ...,,
N1,,
宣教,,
せんきょう,,
religious mission,,
N1,,
大幅,,
おおはば,,
big; ...,,
N1,,
TOP 2500,,
次いで,,
ついで,,
next,,
N1,,
TOP 10000,,
大部,,
たいぶ,,
lengthy; ...,,
N1,,
下位,,
かい,,
low rank,,
N1,,
要因,,
よういん,,
main cause,,
N1,,
TOP 2500,,
配布,,
はいふ,,
distribution,,
N1,,
TOP 5000,,
命中,,
めいちゅう,,
a hit,,
N1,,
配置,,
はいち,,
arrangement,,
N1,,
TOP 2500,,
ゆとり,,
elbowroom,,
N1,,
TOP 10000,,
鉱業,,
こうぎょう,,
mining industry,,
N1,,
鉱山,,
こうざん,,
mine (ore),,
N1,,
屋敷,,
やしき,,
residence,,
N1,,
TOP 10000,,
大柄,,
おおがら,,
large build; ...,,
N1,,
エアメール,,
air mail,,
N1,,
遺跡,,
いせき,,
historic ruins,,
N1,,
TOP 10000,,
願書,,
がんしょ,,
written application or petition,,
N1,,
懸賞,,
けんしょう,,
offering prizes,,
N1,,
要する,,
ようする,,
to need,,
N1,,
TOP 10000,,
配列,,
はいれつ,,
arrangement; ...,,
N1,,
TOP 10000,,
配慮,,
はいりょ,,
consideration,,
N1,,
TOP 5000,,
配分,,
はいぶん,,
distribution,,
N1,,
TOP 10000,,
コンテスト,,
contest,,
N1,,
TOP 10000,,
漏れる,,
もれる,,
to leak out; ...,,
N1,,
TOP 10000,,
漏らす,,
もらす,,
to let leak; ...,,
N1,,
股,,
もも,,
thigh; ...,,
N1,,
講習,,
こうしゅう,,
short course,,
N1,,
TOP 10000,,
起伏,,
きふく,,
undulation; ...,,
N1,,
軌道,,
きどう,,
orbit; ...,,
N1,,
TOP 10000,,
必然,,
ひつぜん,,
inevitable; ...,,
N1,,
必修,,
ひっしゅう,,
required,,
N1,,
城下,,
じょうか,,
land near a castle; ...,,
N1,,
製鉄,,
せいてつ,,
iron manufacture,,
N1,,
講読,,
こうどく,,
reading,,
N1,,
時差,,
じさ,,
time difference,,
N1,,
時刻表,,
じこくひょう,,
table,,
N1,,
舐める,,
なめる,,
to lick; ...,,
N1,,
TOP 5000,,
配偶者,,
はいぐうしゃ,,
spouse,,
N1,,
TOP 10000,,
配給,,
はいきゅう,,
distribution; ...,,
N1,,
購読,,
こうどく,,
paid subscription,,
N1,,
TOP 10000,,
購入,,
こうにゅう,,
purchase,,
N1,,
TOP 200,,
用法,,
ようほう,,
directions,,
N1,,
用品,,
ようひん,,
articles,,
N1,,
TOP 5000,,
製法,,
せいほう,,
manufacturing method,,
N1,,
TOP 10000,,
操縦,,
そうじゅう,,
steering; ...,,
N1,,
操る,,
あやつる,,
to manipulate; ...,,
N1,,
TOP 10000,,
共和,,
きょうわ,,
republican,,
N1,,
購買,,
こうばい,,
procurement; ...,,
N1,,
用紙,,
ようし,,
blank form; ...,,
N1,,
TOP 10000,,
例,,
ためし,,
precedent,,
N1,,
声明,,
せいめい,,
declaration,,
N1,,
つぶる,,
to close (eyes),,
N1,,
用件,,
ようけん,,
business,,
N1,,
申し込み,,
もうしこみ,,
application,,
N1,,
TOP 1000,,
弁償,,
べんしょう,,
reimbursement,,
N1,,
腸,,
ちょう,,
guts,,
N1,,
TOP 5000,,
大胆,,
だいたん,,
bold,,
N1,,
TOP 10000,,
目盛り,,
めもり,,
scale,,
N1,,
起点,,
きてん,,
starting point,,
N1,,
会見,,
かいけん,,
interview,,
N1,,
TOP 10000,,
溶液,,
ようえき,,
solution (liquid),,
N1,,
財源,,
ざいげん,,
source of funds,,
N1,,
財政,,
ざいせい,,
financial affairs,,
N1,,
TOP 10000,,
弁護,,
べんご,,
defense,,
N1,,
吝嗇,,
りんしょく,,
stinginess,,
N1,,
全快,,
ぜんかい,,
complete recovery of health,,
N1,,
在庫,,
ざいこ,,
inventory,,
N1,,
TOP 5000,,
ポジション,,
position,,
N1,,
TOP 5000,,
聖書,,
せいしょ,,
Bible,,
N1,,
TOP 10000,,
洋風,,
ようふう,,
Western style,,
N1,,
貴族,,
きぞく,,
noble,,
N1,,
TOP 10000,,
導入,,
どうにゅう,,
introduction,,
N1,,
TOP 1000,,
弁解,,
べんかい,,
justification,,
N1,,
一帯,,
いったい,,
region,,
N1,,
ちり取り,,
ちりとり,,
dustpan,,
N1,,
聴診器,,
ちょうしんき,,
stethoscope,,
N1,,
匹敵,,
ひってき,,
to be a match for,,
N1,,
聴講,,
ちょうこう,,
lecture attendance,,
N1,,
行政,,
ぎょうせい,,
administration,,
N1,,
TOP 5000,,
大水,,
おおみず,,
flood,,
N1,,
憧れ,,
あこがれ,,
yearning,,
N1,,
TOP 5000,,
聴覚,,
ちょうかく,,
the sense of hearing,,
N1,,
ちょくちょく,,
often,,
N1,,
ニュー,,
new; ...,,
N1,,
TOP 10000,,
倅,,
せがれ,,
son; ...,,
N1,,
さも,,
really; ...,,
N1,,
TOP 5000,,
さほど,,
not so,,
N1,,
TOP 10000,,
ポット,,
pot; ...,,
N1,,
TOP 10000,,
便宜,,
べんぎ,,
convenience,,
N1,,
介抱,,
かいほう,,
nursing,,
N1,,
介入,,
かいにゅう,,
intervention,,
N1,,
TOP 10000,,
会,,
え,,
gathering,,
N1,,
写し,,
うつし,,
copy,,
N1,,
略語,,
りゃくご,,
abbreviation,,
N1,,
担う,,
になう,,
to carry on shoulder; ...,,
N1,,
TOP 5000,,
ラベル,,
label; ...,,
N1,,
TOP 5000,,
導く,,
みちびく,,
to guide; ...,,
N1,,
TOP 5000,,
記名,,
きめい,,
signature; ...,,
N1,,
大衆,,
たいしゅう,,
general public,,
N1,,
精密,,
せいみつ,,
precise,,
N1,,
ちらっと,,
at a glance,,
N1,,
潮,,
しお,,
tide; ...,,
N1,,
TOP 10000,,
オープン,,
open,,
N1,,
TOP 2500,,
介護,,
かいご,,
nursing,,
N1,,
TOP 2500,,
歪む,,
ゆがむ,,
to warp,,
N1,,
TOP 10000,,
刃,,
は,,
edge; ...,,
N1,,
TOP 10000,,
返答,,
へんとう,,
reply,,
N1,,
TOP 10000,,
ミスプリント,,
misprint,,
N1,,
ミセス,,
Mrs,,
N1,,
立方,,
たちかた,,
way of standing; ...,,
N1,,
返済,,
へんさい,,
repayment,,
N1,,
TOP 2500,,
満場,,
まんじょう,,
unanimous,,
N1,,
立法,,
りっぽう,,
legislation,,
N1,,
善良,,
ぜんりょう,,
goodness,,
N1,,
同封,,
どうふう,,
enclosure,,
N1,,
熱湯,,
ねっとう,,
boiling water,,
N1,,
規約,,
きやく,,
agreement,,
N1,,
TOP 5000,,
記す,,
しるす,,
to write down; ...,,
N1,,
TOP 5000,,
だぶだぶ,,
loose; ...,,
N1,,
一切,,
いっさい,,
all; ...,,
N1,,
TOP 2500,,
返還,,
へんかん,,
return,,
N1,,
TOP 10000,,
芝,,
しば,,
lawn,,
N1,,
TOP 10000,,
立体,,
りったい,,
solid body; ...,,
N1,,
TOP 10000,,
予言,,
かねごと,,
promise,,
N1,,
満月,,
まんげつ,,
full moon,,
N1,,
TOP 10000,,
記載,,
きさい,,
record,,
N1,,
TOP 2500,,
朝寝坊,,
あさねぼう,,
oversleeping,,
N1,,
厳密,,
げんみつ,,
strict,,
N1,,
TOP 10000,,
だけ,,
only; ...,,
N1,,
TOP 100,,
記述,,
きじゅつ,,
description,,
N1,,
TOP 5000,,
重んずる,,
おもんずる,,
to honor,,
N1,,
心得,,
こころえ,,
knowledge; ...,,
N1,,
満たす,,
みたす,,
to satisfy; ...,,
N1,,
TOP 2500,,
同等,,
どうとう,,
equality,,
N1,,
TOP 10000,,
懲りる,,
こりる,,
to learn by experience; ...,,
N1,,
同調,,
どうちょう,,
sympathy,,
N1,,
熱意,,
ねつい,,
zeal,,
N1,,
人民,,
じんみん,,
people,,
N1,,
一息,,
ひといき,,
one breath; ...,,
N1,,
TOP 10000,,
不順,,
ふじゅん,,
irregularity,,
N1,,
徴収,,
ちょうしゅう,,
collection,,
N1,,
ちやほや,,
to pamper,,
N1,,
汚らわしい,,
けがらわしい,,
filthy,,
N1,,
来場,,
らいじょう,,
attendance,,
N1,,
TOP 5000,,
汚れ,,
けがれ,,
disgrace; ...,,
N1,,
落ち葉,,
おちば,,
fallen leaves; ...,,
N1,,
厳か,,
おごそか,,
solemn,,
N1,,
実態,,
じったい,,
true state,,
N1,,
TOP 10000,,
並,,
なみ,,
average; ...,,
N1,,
TOP 5000,,
重んじる,,
おもんじる,,
to respect,,
N1,,
実費,,
じっぴ,,
actual expense,,
N1,,
突っ張る,,
つっぱる,,
to support,,
N1,,
おいて,,
at,,
N1,,
TOP 10000,,
挑戦,,
ちょうせん,,
challenge,,
N1,,
TOP 2500,,
挑む,,
いどむ,,
to challenge; ...,,
N1,,
TOP 5000,,
何気ない,,
なにげない,,
casual,,
N1,,
規制,,
きせい,,
regulation,,
N1,,
TOP 5000,,
長大,,
ちょうだい,,
very long,,
N1,,
規定,,
きてい,,
stipulation,,
N1,,
TOP 2500,,
だるい,,
sluggish; ...,,
N1,,
TOP 10000,,
規模,,
きぼ,,
scale,,
N1,,
TOP 2500,,
原爆,,
げんばく,,
atomic bomb,,
N1,,
ストロー,,
drinking straw; ...,,
N1,,
心情,,
しんじょう,,
sentiment,,
N1,,
認識,,
にんしき,,
recognition,,
N1,,
TOP 2500,,
したためる,,
to write up,,
N1,,
頼み,,
たのみ,,
request; ...,,
N1,,
外相,,
がいしょう,,
Foreign Minister,,
N1,,
情け深い,,
なさけぶかい,,
tender-hearted,,
N1,,
実質,,
じっしつ,,
substance; ...,,
N1,,
TOP 5000,,
長々,,
ながなが,,
long,,
N1,,
遠方,,
えんぽう,,
long way,,
N1,,
TOP 10000,,
おごる,,
to give (someone) a treat; ...,,
N1,,
立ち寄る,,
たちよる,,
to stop by,,
N1,,
TOP 5000,,
原文,,
げんぶん,,
the text,,
N1,,
心地,,
ここち,,
feeling; ...,,
N1,,
TOP 10000,,
心中,,
しんじゅう,,
double suicide,,
N1,,
人柄,,
ひとがら,,
personality,,
N1,,
TOP 10000,,
同盟,,
どうめい,,
alliance,,
N1,,
TOP 10000,,
橋渡し,,
はしわたし,,
bridge building,,
N1,,
完璧,,
かんぺき,,
perfect,,
N1,,
TOP 5000,,
実践,,
じっせん,,
practice,,
N1,,
TOP 2500,,
ストレス,,
stress,,
N1,,
TOP 1000,,
前例,,
ぜんれい,,
precedent,,
N1,,
原油,,
げんゆ,,
crude oil,,
N1,,
まして,,
still more; ...,,
N1,,
TOP 2500,,
ぞんざい,,
rude,,
N1,,
おびただしい,,
large number,,
N1,,
妊娠,,
にんしん,,
conception,,
N1,,
TOP 2500,,
教訓,,
きょうくん,,
lesson,,
N1,,
オートマチック,,
automatic,,
N1,,
渋い,,
しぶい,,
astringent; ...,,
N1,,
TOP 10000,,
心がけ,,
こころがけ,,
intention,,
N1,,
原則,,
げんそく,,
principle,,
N1,,
TOP 5000,,
獣,,
けもの,,
beast,,
N1,,
TOP 10000,,
とろける,,
to melt; ...,,
N1,,
堂々,,
どうどう,,
magnificent; ...,,
N1,,
TOP 10000,,
鉛,,
なまり,,
lead (Pb),,
N1,,
肝心,,
かんじん,,
essential,,
N1,,
TOP 5000,,
たった,,
only,,
N1,,
TOP 5000,,
口頭,,
こうとう,,
oral,,
N1,,
率いる,,
ひきいる,,
to lead,,
N1,,
TOP 10000,,
代わる代わる,,
かわるがわる,,
alternately,,
N1,,
任命,,
にんめい,,
appointment,,
N1,,
教材,,
きょうざい,,
teaching materials,,
N1,,
TOP 5000,,
不在,,
ふざい,,
absence; ...,,
N1,,
TOP 10000,,
教習,,
きょうしゅう,,
training,,
N1,,
さえずる,,
to sing,,
N1,,
原点,,
げんてん,,
origin,,
N1,,
TOP 10000,,
グラフ,,
graph,,
N1,,
TOP 5000,,
原典,,
げんてん,,
original (text),,
N1,,
心がける,,
こころがける,,
to keep in mind,,
N1,,
TOP 2500,,
心強い,,
こころづよい,,
heartening,,
N1,,
TOP 10000,,
取り締まり,,
とりしまり,,
control,,
N1,,
ストロボ,,
stroboscope,,
N1,,
心細い,,
こころぼそい,,
helpless,,
N1,,
取引,,
とりひき,,
transactions,,
N1,,
TOP 2500,,
交わす,,
かわす,,
to exchange; ...,,
N1,,
TOP 10000,,
織り,,
おり,,
weave,,
N1,,
教職,,
きょうしょく,,
the teaching profession; ...,,
N1,,
不景気,,
ふけいき,,
economic slump; ...,,
N1,,
任す,,
まかす,,
to entrust,,
N1,,
もろに,,
completely,,
N1,,
綴じる,,
とじる,,
to bind; ...,,
N1,,
従事,,
じゅうじ,,
engaging,,
N1,,
TOP 10000,,
梢,,
こずえ,,
treetop,,
N1,,
つじつま,,
coherence,,
N1,,
制服,,
せいふく,,
uniform,,
N1,,
TOP 10000,,
制約,,
せいやく,,
limitation,,
N1,,
TOP 10000,,
ストライキ,,
strike,,
N1,,
制定,,
せいてい,,
enactment,,
N1,,
TOP 10000,,
ベストセラー,,
best-seller,,
N1,,
取り替え,,
とりかえ,,
swap,,
N1,,
ベスト,,
best; ...,,
N1,,
TOP 2500,,
打ち切る,,
うちきる,,
to stop,,
N1,,
あざ笑う,,
あざわらう,,
to sneer at,,
N1,,
さぞ,,
I am sure,,
N1,,
尿,,
にょう,,
urine,,
N1,,
TOP 10000,,
任務,,
にんむ,,
duty,,
N1,,
TOP 10000,,
従来,,
じゅうらい,,
up to now; ...,,
N1,,
TOP 2500,,
柔軟,,
じゅうなん,,
flexible,,
N1,,
TOP 10000,,
壺,,
つぼ,,
jar; ...,,
N1,,
TOP 5000,,
打開,,
だかい,,
break in the deadlock,,
N1,,
打撃,,
だげき,,
blow; ...,,
N1,,
TOP 10000,,
審議,,
しんぎ,,
deliberation,,
N1,,
審査,,
しんさ,,
judging,,
N1,,
TOP 1000,,
くちばし,,
beak,,
N1,,
教科,,
きょうか,,
subject,,
N1,,
嗜好,,
しこう,,
taste,,
N1,,
トラブル,,
trouble,,
N1,,
TOP 2500,,
妥結,,
だけつ,,
settlement,,
N1,,
昇進,,
しょうしん,,
promotion,,
N1,,
制する,,
せいする,,
to hold back; ...,,
N1,,
傍ら,,
かたわら,,
side; ...,,
N1,,
TOP 10000,,
妥協,,
だきょう,,
compromise,,
N1,,
TOP 10000,,
レギュラー,,
regular; ...,,
N1,,
TOP 10000,,
花壇,,
かだん,,
flower bed,,
N1,,
利根,,
りこん,,
intelligence,,
N1,,
１０分,,
じっぷん,,
10 minutes,,
N1,,
TOP 10000,,
ああ,,
Ah!; ...,,
N1,,
TOP 5000,,
ややこしい,,
puzzling,,
N1,,
口述,,
こうじゅつ,,
dictation,,
N1,,
かすか,,
faint; ...,,
N1,,
箇条書き,,
かじょうがき,,
itemized form,,
N1,,
制裁,,
せいさい,,
restraint,,
N1,,
従業員,,
じゅうぎょういん,,
employee,,
N1,,
TOP 5000,,
平たい,,
ひらたい,,
flat; ...,,
N1,,
片思い,,
かたおもい,,
unrequited love,,
N1,,
重複,,
ちょうふく,,
duplication,,
N1,,
TOP 10000,,
外貨,,
がいか,,
foreign currency; ...,,
N1,,
TOP 10000,,
重宝,,
ちょうほう,,
convenient; ...,,
N1,,
TOP 5000,,
外観,,
がいかん,,
appearance,,
N1,,
TOP 5000,,
念,,
ねん,,
sense; ...,,
N1,,
TOP 10000,,
ムード,,
mood,,
N1,,
TOP 10000,,
凝らす,,
こごらす,,
to freeze; ...,,
N1,,
凝る,,
こごる,,
to congeal,,
N1,,
持ち,,
もち,,
hold; ...,,
N1,,
TOP 5000,,
縮まる,,
ちぢまる,,
to shorten,,
N1,,
あっさり,,
easily; ...,,
N1,,
TOP 5000,,
密接,,
みっせつ,,
related,,
N1,,
了,,
りょう,,
finish,,
N1,,
密集,,
みっしゅう,,
crowd,,
N1,,
元素,,
げんそ,,
chemical element,,
N1,,
獲得,,
かくとく,,
acquisition,,
N1,,
TOP 2500,,
年輪,,
ねんりん,,
annual tree ring,,
N1,,
ロープ,,
rope,,
N1,,
TOP 10000,,
獲物,,
えもの,,
game,,
N1,,
不動産,,
ふどうさん,,
real estate,,
N1,,
TOP 2500,,
あくどい,,
gaudy; ...,,
N1,,
あからさま,,
plain,,
N1,,
スポーツカー,,
sports car,,
N1,,
旅券,,
りょけん,,
passport,,
N1,,
浸す,,
ひたす,,
to soak,,
N1,,
旅客,,
りょかく,,
passenger,,
N1,,
確信,,
かくしん,,
conviction,,
N1,,
TOP 5000,,
確定,,
かくてい,,
decision; ...,,
N1,,
TOP 5000,,
未練,,
みれん,,
lingering affection,,
N1,,
地主,,
じぬし,,
landlord,,
N1,,
定年,,
ていねん,,
retirement age; ...,,
N1,,
あやふや,,
uncertain,,
N1,,
不当,,
ふとう,,
injustice,,
N1,,
ゲスト,,
guest,,
N1,,
TOP 5000,,
広まる,,
ひろまる,,
to spread,,
N1,,
TOP 10000,,
正義,,
せいぎ,,
justice,,
N1,,
TOP 10000,,
正規,,
せいき,,
regular,,
N1,,
TOP 5000,,
もめる,,
to disagree,,
N1,,
新入生,,
しんにゅうせい,,
new student,,
N1,,
年長,,
ねんちょう,,
senior,,
N1,,
地元,,
じもと,,
home area; ...,,
N1,,
TOP 2500,,
地獄,,
じごく,,
hell,,
N1,,
TOP 10000,,
雨具,,
あまぐ,,
rain gear,,
N1,,
あの,,
that,,
N1,,
TOP 2500,,
祝賀,,
しゅくが,,
celebration,,
N1,,
あべこべ,,
contrary,,
N1,,
群集,,
ぐんしゅう,,
group,,
N1,,
宿命,,
しゅくめい,,
fate,,
N1,,
下調べ,,
したしらべ,,
preliminary investigation,,
N1,,
駆け足,,
かけあし,,
running fast; ...,,
N1,,
蔵,,
くら,,
warehouse,,
N1,,
TOP 10000,,
給う,,
たまう,,
semi-polite or endearing auxiliary verb indicating reception by the speaker,,
N1,,
定義,,
ていぎ,,
definition,,
N1,,
TOP 5000,,
給食,,
きゅうしょく,,
provision of lunch,,
N1,,
TOP 10000,,
給仕,,
きゅうじ,,
waiting on a table; ...,,
N1,,
産後,,
さんご,,
postpartum,,
N1,,
TOP 10000,,
巧み,,
たくみ,,
skillful,,
N1,,
産休,,
さんきゅう,,
maternity leave,,
N1,,
まさしく,,
surely,,
N1,,
TOP 10000,,
下地,,
したじ,,
groundwork; ...,,
N1,,
TOP 10000,,
フロント,,
front; ...,,
N1,,
TOP 5000,,
地形,,
ちけい,,
terrain,,
N1,,
TOP 10000,,
格差,,
かくさ,,
qualitative difference,,
N1,,
TOP 10000,,
レントゲン,,
X-ray; ...,,
N1,,
定食,,
ていしょく,,
set meal,,
N1,,
TOP 10000,,
こじれる,,
to get complicated,,
N1,,
巧妙,,
こうみょう,,
ingenious,,
N1,,
つねる,,
to pinch,,
N1,,
産物,,
さんぶつ,,
product; ...,,
N1,,
産婦人科,,
さんふじんか,,
maternity and gynaecology department,,
N1,,
正解,,
せいかい,,
correct,,
N1,,
TOP 5000,,
産出,,
さんしゅつ,,
yield,,
N1,,
新築,,
しんちく,,
new building,,
N1,,
TOP 5000,,
討議,,
とうぎ,,
debate,,
N1,,
区画,,
くかく,,
division,,
N1,,
各種,,
かくしゅ,,
every kind,,
N1,,
TOP 2500,,
究極,,
きゅうきょく,,
ultimate,,
N1,,
TOP 10000,,
窮屈,,
きゅうくつ,,
narrow; ...,,
N1,,
工学,,
こうがく,,
engineering,,
N1,,
とうてい,,
by no means,,
N1,,
TOP 10000,,
到達,,
とうたつ,,
reaching,,
N1,,
TOP 5000,,
かけっこ,,
(foot) race,,
N1,,
拡散,,
かくさん,,
scattering,,
N1,,
TOP 10000,,
工作,,
こうさく,,
handicraft; ...,,
N1,,
TOP 10000,,
窮乏,,
きゅうぼう,,
poverty,,
N1,,
桟橋,,
さんばし,,
wharf,,
N1,,
模倣,,
もほう,,
imitation,,
N1,,
定める,,
さだめる,,
to decide,,
N1,,
TOP 2500,,
晴天,,
せいてん,,
fine weather,,
N1,,
堤防,,
ていぼう,,
bank,,
N1,,
寄与,,
きよ,,
contribution,,
N1,,
TOP 10000,,
討論,,
とうろん,,
debate,,
N1,,
定まる,,
さだまる,,
to become settled,,
N1,,
奇数,,
きすう,,
odd number,,
N1,,
面目,,
めんぼく,,
face; ...,,
N1,,
自首,,
じしゅ,,
surrender,,
N1,,
自主,,
じしゅ,,
independence,,
N1,,
TOP 10000,,
模索,,
もさく,,
groping (for),,
N1,,
TOP 10000,,
模型,,
もけい,,
model,,
N1,,
TOP 10000,,
模範,,
もはん,,
exemplar,,
N1,,
閉口,,
へいこう,,
dumbfounded; ...,,
N1,,
閉鎖,,
へいさ,,
closing,,
N1,,
TOP 10000,,
整然,,
せいぜん,,
orderly,,
N1,,
にきび,,
pimple,,
N1,,
TOP 2500,,
停滞,,
ていたい,,
stagnation,,
N1,,
TOP 10000,,
統率,,
とうそつ,,
command,,
N1,,
星座,,
せいざ,,
constellation,,
N1,,
統制,,
とうせい,,
regulation,,
N1,,
下心,,
したごころ,,
secret intention; ...,,
N1,,
自信,,
じしん,,
self-confidence,,
N1,,
TOP 2500,,
統治,,
とうち,,
rule,,
N1,,
整列,,
せいれつ,,
standing in a row,,
N1,,
統合,,
とうごう,,
integration; ...,,
N1,,
TOP 5000,,
一目,,
いちもく,,
look; ...,,
N1,,
並列,,
へいれつ,,
running in parallel; ...,,
N1,,
レンタカー,,
rental car; ...,,
N1,,
TOP 10000,,
レンジ,,
range; ...,,
N1,,
TOP 10000,,
割り込む,,
わりこむ,,
to cut in,,
N1,,
勘弁,,
かんべん,,
pardon,,
N1,,
面する,,
めんする,,
to face on,,
N1,,
TOP 10000,,
面会,,
めんかい,,
meeting,,
N1,,
割り当て,,
わりあて,,
allotment; ...,,
N1,,
割,,
わり,,
rate; ...,,
N1,,
TOP 2500,,
等級,,
とうきゅう,,
grade; ...,,
N1,,
TOP 10000,,
勧め,,
すすめ,,
recommendation,,
N1,,
TOP 5000,,
総会,,
そうかい,,
general meeting,,
N1,,
TOP 10000,,
整える,,
ととのえる,,
to put in order; ...,,
N1,,
TOP 2500,,
山脈,,
さんみゃく,,
mountain range,,
N1,,
勧告,,
かんこく,,
advice,,
N1,,
山腹,,
さんぷく,,
hillside,,
N1,,
自在,,
じざい,,
freely,,
N1,,
うぬぼれ,,
pretension,,
N1,,
がる,,
to show signs of being; ...,,
N1,,
並びに,,
ならびに,,
and (also),,
N1,,
TOP 10000,,
苦しめる,,
くるしめる,,
to torment; ...,,
N1,,
筒,,
つつ,,
pipe; ...,,
N1,,
捕吏,,
ほり,,
constable,,
N1,,
初耳,,
はつみみ,,
something heard for the first time,,
N1,,
わざわざ,,
expressly,,
N1,,
TOP 5000,,
処罰,,
しょばつ,,
punishment,,
N1,,
まとまり,,
unity; ...,,
N1,,
処分,,
しょぶん,,
disposal; ...,,
N1,,
TOP 5000,,
まとめ,,
settlement,,
N1,,
TOP 2500,,
自覚,,
じかく,,
self-consciousness,,
N1,,
TOP 5000,,
自我,,
じが,,
self,,
N1,,
基金,,
ききん,,
fund,,
N1,,
免除,,
めんじょ,,
exemption,,
N1,,
TOP 10000,,
高尚,,
こうしょう,,
high,,
N1,,
区,,
く,,
ward,,
N1,,
TOP 5000,,
添う,,
そう,,
to meet; ...,,
N1,,
処置,,
しょち,,
measure; ...,,
N1,,
TOP 10000,,
自己,,
じこ,,
self,,
N1,,
TOP 5000,,
コンパス,,
pair of compasses; ...,,
N1,,
あつらえる,,
to give an order,,
N1,,
裸足,,
はだし,,
barefoot; ...,,
N1,,
回送,,
かいそう,,
forwarding; ...,,
N1,,
はげる,,
to come off; ...,,
N1,,
滅亡,,
めつぼう,,
downfall,,
N1,,
ネガ,,
negative,,
N1,,
区間,,
くかん,,
section; ...,,
N1,,
TOP 10000,,
区切り,,
くぎり,,
punctuation; ...,,
N1,,
静止,,
せいし,,
stillness,,
N1,,
快い,,
こころよい,,
pleasant,,
N1,,
寒気,,
さむけ,,
chill; ...,,
N1,,
標語,,
ひょうご,,
motto,,
N1,,
相場,,
そうば,,
market price; ...,,
N1,,
TOP 2500,,
展望,,
てんぼう,,
view,,
N1,,
TOP 10000,,
展示,,
てんじ,,
exhibition,,
N1,,
TOP 2500,,
